Date     Low     2      3      4    High    Low     2      3      4    High    Low     2      3      4    High    Low     2      3      4    High    Low     2      3      4    High 
194708  -2.50  -4.28  -3.48  -1.34  -2.41  -2.02  -0.97  -1.84  -0.84  -1.35  -0.05  -1.50  -1.80  -1.56  -0.85  -1.32  -1.21  -3.00  -1.86  -1.91  -1.76  -1.78  -1.44  -1.04  -2.97
194709   1.19   0.48  -0.73  -0.18   3.24  -0.19   1.41   0.79   0.64   3.27   0.66  -1.39   0.81   1.26   2.20  -0.79  -0.80   2.54   2.28   0.90  -0.57  -0.80  -1.38  -0.31  -0.57
194710   2.47   5.44   8.31   4.26   2.00   2.95   3.73   2.86   4.49   3.25   5.80   3.25   3.68   4.51   0.61   3.14   2.70   4.20   1.57  -0.11   1.78   4.26   2.45   2.51   3.60
194711  -4.78  -6.97  -4.10  -2.05  -1.83  -4.52  -3.26  -2.62  -3.88  -3.35  -2.67  -3.71  -2.83  -3.17  -1.57  -2.70  -2.50  -1.90  -1.85  -3.92  -1.72  -1.68  -1.35  -2.33  -1.47
194712  -3.49   4.12  -1.73   0.06   4.91  -0.80   1.65   1.47  -0.40   5.91   1.33   4.14   0.33   2.39   3.07   4.54   2.99   1.10   0.61   3.55   1.66   3.61   3.68   4.79   7.50
194801   2.42  -0.28  -2.49  -1.19   0.98  -3.29  -1.95  -3.22  -1.26   0.08  -4.02  -3.76  -2.19  -3.72  -0.12  -3.13  -3.79  -3.36   0.64   0.25  -4.89  -4.35  -4.31  -3.29  -4.22
194802  -8.75  -7.06  -7.87  -6.93  -6.62  -6.83  -5.84  -7.07  -5.34  -7.25  -4.93  -7.68  -6.31  -6.78  -4.87  -5.41  -5.49  -2.87  -6.73  -6.65  -4.60  -4.78  -2.82  -4.05  -3.81
194803  14.41   7.75  10.27   9.95  11.37   5.51   6.49   8.87  10.15  12.63   6.71   6.98  11.28  11.08  11.96   8.96   8.23   8.31  10.83  13.23   7.30  10.59   6.25   8.63  10.54
194804  -0.39   6.60   1.64   5.15   5.29   4.57   1.46   0.77   5.40   5.30   2.46   2.43   2.41   2.87   3.87   5.01   3.72   6.93   1.53   7.11   1.98   2.93   4.81   3.94   7.79
194805  13.21  10.73  13.86   5.97   8.51   7.91   9.33  10.27   8.20   7.85   8.93   8.34  10.20  10.47   6.85   5.41   7.96   8.32   6.97   8.61   8.68   9.41   5.17   5.83   7.66
194806  -4.60   0.91  -2.28  -0.25  -0.48  -3.49  -1.65  -2.04  -1.59   4.08  -1.47  -1.18  -4.16  -2.44   0.27  -1.19  -0.32  -1.90  -3.02  -0.43  -0.45  -0.79   1.38   0.16   2.87
194807  -6.37  -5.01  -7.21  -6.06  -4.75  -5.73  -4.13  -4.66  -4.75  -3.65  -4.21  -4.90  -5.35  -6.23  -6.27  -5.89  -4.69  -5.17  -5.15  -2.64  -5.15  -5.93  -3.70  -4.84  -5.28
194808  -4.79  -2.28  -0.25  -2.10  -0.85  -1.25  -0.51  -0.03  -0.48  -0.11  -1.11   1.60   0.64  -0.13   0.76  -0.06  -0.18   1.33   0.66  -0.55   1.11  -0.53   0.17  -0.78   1.65
194809  -3.00  -6.12  -3.75  -5.84  -5.67  -1.06  -2.69  -3.79  -4.19  -5.32  -3.48  -4.93  -4.18  -3.64  -5.77  -4.28  -2.71  -3.92  -5.07  -5.56  -2.44  -3.19  -0.91  -4.23  -2.50
194810   1.45   3.10   5.48   5.20   5.33   2.39   4.51   5.46   4.73   7.06   3.87   5.53   5.43   4.58   3.97   5.17   5.18   6.10   6.58   6.27   6.42   8.31   3.58   6.05   6.58
194811 -13.29 -10.63 -12.52 -12.20 -11.86  -9.13  -9.35  -9.14 -11.54 -12.69  -9.62  -8.98  -7.87 -10.57 -13.96  -8.64  -8.35  -9.08 -12.21 -14.76  -8.29  -9.30  -6.90 -12.66 -13.85
194812   6.57  -3.39  -1.96  -2.93   0.74   0.62   1.01   0.29   0.37   0.23   3.08   2.87   0.88   0.87   1.89   3.87   2.86   0.66   2.65   1.67   5.28   4.23   2.10   2.78   1.94
194901  -0.71   5.85   5.52   2.72   4.26   1.67   1.10   0.41   2.70   2.55   0.93  -0.64   1.18  -0.04   0.50   1.27   1.49   3.37   0.21   2.37   0.76  -2.79  -0.35   0.92   2.05
194902  -5.81  -3.14  -4.84  -5.64  -3.57  -7.95  -3.88  -4.73  -4.89  -6.51  -2.42  -4.69  -2.30  -3.41  -5.93  -1.20  -2.28  -2.28  -3.60  -3.27  -2.59  -3.98  -1.20  -2.18  -5.52
194903   6.22   6.65   8.37   5.98   6.80   6.17   7.31   4.87   5.66   7.17   5.83   5.20   5.03   7.46   7.82   4.33   4.11   3.69   4.48   7.72   4.33   3.65   2.35   6.26   3.37
194904  -3.48  -3.52  -1.67  -3.24  -2.98  -3.39  -2.43  -3.93  -3.69  -3.28  -2.05  -2.42  -3.57  -4.98  -4.51  -2.02  -2.41  -2.58  -4.28  -4.33  -1.96  -0.29  -1.06  -0.13  -2.50
194905 -11.24  -7.04  -7.73  -6.62  -5.97  -2.99  -5.02  -1.82  -4.33  -6.61  -3.42  -2.50  -1.98  -3.76  -6.26  -1.80  -2.37  -1.32  -2.94  -4.65  -1.90  -3.20  -2.10  -6.12  -5.20
194906  -0.94  -3.15  -0.97  -0.09  -0.40  -3.19  -1.98  -0.95  -0.02  -1.69   1.41  -2.68  -1.74  -0.97  -3.82   0.55  -0.36   0.48  -0.96  -1.40   1.13   0.32   0.74   0.12  -3.64
194907  12.78   7.04   5.44   5.82   5.19   4.44   7.19   6.92   8.03   4.97   7.17   7.04   6.35   7.18   6.10   6.79   5.66   7.37   4.31   6.68   5.60   4.73   5.16   5.95   7.21
194908   2.95   4.14   1.95   3.07   1.78   1.09   3.26   2.88   2.26   1.19   3.96   1.46   3.97   1.37   3.30   2.26   2.50   2.59   0.21   4.72   2.87   2.69   3.57   2.61   2.00
194909  10.24   0.94   5.03   3.36   3.70   4.48   4.39   4.34   5.40   5.29   4.67   4.93   3.66   4.22   4.19   4.34   4.41   3.09   4.01   6.16   2.83   2.15   3.98   3.76   4.24
194910   9.06   4.27   6.47   6.75   4.45   6.14   4.85   2.38   4.64   2.27   3.42   4.01   2.35   3.87   5.39   2.82   2.11   4.04   0.45   1.93   3.66   3.03   2.66   3.36   2.06
194911  -8.64   1.23  -3.17  -0.30  -0.01  -2.18   2.03   1.13   0.26   1.28   2.27   2.10   1.20   0.30   0.45   1.48   1.97   2.36   0.48   3.59   3.33   1.09  -0.11   0.83   2.13
194912   7.34   8.59   7.12   7.46   8.41   5.10   6.22   7.10   6.92   9.44   6.84   7.31   6.44   8.19  12.36   5.35   5.32   6.58   6.95   7.88   5.89   3.28   2.87   4.80   7.36
195001  14.15   2.58   7.33   4.36   6.54  10.21   5.57   4.24   2.41   4.52   3.75   5.53   3.48   2.22   6.02   0.37   2.19   2.82   2.79   8.43   0.90   0.77   2.32   1.45   5.64
195002   4.34   5.60   3.66   3.65   0.35   2.82   2.13   2.82   2.46   0.55   1.64   1.01   1.29   0.99  -0.29   1.14   2.26   1.70   0.59   2.29   2.00   0.80   1.27   1.19   1.39
195003  -2.10  -0.17   3.96  -2.16   0.32  -0.99   2.48  -0.94  -1.10  -1.14   1.07   0.91  -0.07  -2.22  -1.91   2.55   0.75  -0.33  -1.34  -1.15   1.98   1.59   1.56   1.73  -0.23
195004  10.52   2.72   8.07   5.40   7.41   8.01   6.10   5.76   4.51   7.80   3.59   4.06   5.22   6.51   9.82   3.73   1.60   4.60   4.52   3.63   5.35   2.37   3.19   3.73   4.30
195005  -2.42   1.33  -0.50   3.45   3.18   1.60   2.32   3.65   3.84   2.90   1.49   1.14   3.22   4.76   1.82   4.75   2.40   4.10   3.13   1.91   4.91   5.21   5.03   5.51   2.16
195006 -14.17 -10.13 -10.80  -8.51 -10.35  -6.81  -7.00  -7.25  -9.37  -9.74  -6.52  -7.92  -5.51  -7.78  -8.17  -6.91  -8.30  -7.74  -5.60  -8.43  -5.57  -4.95  -5.98  -3.53  -7.20
195007   5.62   1.58   5.77   8.61  12.86   1.01   1.45   4.56   6.30  14.36  -1.87  -3.34   2.69   7.35  17.12  -1.46   0.66   5.37   7.44  16.15  -3.90  -0.68   6.79  12.58  12.83
195008   0.19   5.83   4.54   3.23   5.95   5.50   3.89   5.75   5.94   1.88   5.07   5.44   5.54   6.00   4.43   4.85   4.38   4.26   3.40   3.92   6.69   3.73   4.94   2.28   2.82
195009   5.65   7.30   2.78   4.38   3.39   5.56   5.89   4.57   5.96   6.29   5.65   6.85   6.55   5.17   5.76   6.02   6.36   5.76   4.56   9.06   5.31   4.23   4.28   4.00   3.16
195010  -4.20  -3.37   1.38  -0.80   0.02   2.53   0.48   0.00  -0.96   0.92   0.21  -1.82  -0.56   0.04   0.16  -1.19  -0.93  -1.93   0.28  -3.28   0.13  -0.25  -0.81  -0.79   4.62
195011  -1.05   1.71   1.35   1.83   5.32   0.17   0.77   2.03   2.65   8.53   0.95   1.63   2.43   2.94   7.75   2.97   3.24   2.92   5.05   8.31   2.70   1.80   4.19   4.45   2.45
195012   8.49   8.92  11.34  12.65  13.92   9.48   5.94  10.43   8.62  14.91   3.08   3.26   6.18   8.28  15.42   4.54   3.92   8.91   9.93  12.75   3.11   5.06   5.95   9.48  10.42
195101   8.81   8.75   8.69   6.79  11.19   5.23   8.40   5.89   8.66   9.58   6.97   7.56   6.53   9.63   9.31   6.61   7.56   6.74   6.67   9.27   4.73   3.91   6.98   5.40  10.23
195102   1.15   0.79  -0.54   1.15   0.26   2.03   0.72   2.28  -0.26   0.92   1.96   2.26   2.36  -0.68  -0.43   1.20   0.89   2.74   1.50   1.56   2.52   1.76   2.29  -0.22  -2.73
195103   1.33  -5.07  -4.62  -4.95  -6.84  -2.25  -1.32  -3.29  -5.66  -4.97  -1.52  -0.65  -4.74  -4.78  -5.90  -1.58  -1.85  -3.84  -6.17  -5.66  -0.53  -1.33  -2.86  -3.66  -4.87
195104   1.79   3.35   5.08   3.12   5.22   3.43   3.22   3.66   5.71   5.04   0.67   3.23   4.05   5.66   7.32   4.61   4.84   3.88   5.08   5.33   4.66   2.94   9.10   6.03   7.82
195105  -4.48  -2.62  -3.70  -4.30  -3.69  -2.33  -2.48  -1.87  -3.08  -4.86  -2.35  -2.15  -2.49  -2.89  -1.33  -1.98  -1.82  -1.43  -2.84  -3.67  -2.26  -1.70  -2.19  -2.03  -4.74
195106  -3.95  -7.63  -6.84  -4.40  -7.16  -4.45  -3.95  -5.64  -5.79  -7.31  -4.42  -3.63  -4.50  -6.36 -10.73  -2.78  -2.74  -4.46  -5.24  -7.98  -2.01  -2.00   2.01  -3.83  -6.66
195107   3.27   4.04   3.62   4.50   4.16   5.17   6.51   4.41   7.60   7.13   3.64   5.92   5.77   7.10   6.99   8.75   5.84   6.43   8.27  10.32   7.00   5.65   6.97   9.04  10.94
195108  10.79  12.00   4.83   6.01   5.23   3.93   5.62   3.37   6.88   3.60   4.31   6.04   5.01   4.57   4.87   3.04   4.80   3.51   5.62   1.50   3.72   5.57   4.58   5.49   3.87
195109   3.88   2.21   2.65   2.44   1.87   2.96   3.90   2.94   2.07   4.53   0.05   1.52   1.96   2.99   3.66   1.25   2.16   2.58   3.06   4.39   0.42   0.81  -0.43  -0.13   2.83
195110  -4.69  -0.53  -2.91  -3.07  -1.65  -2.29  -2.84  -2.05  -3.27  -4.23  -1.97  -2.07  -1.54  -2.05  -4.17  -2.83  -2.56  -2.79  -0.82  -3.77  -4.24  -2.62   0.55  -0.07  -4.05
195111  -0.43  -0.96  -0.61  -0.18  -1.19   0.40  -0.55   0.36   0.53   1.41   1.23   2.21   1.60   0.66   0.26   0.54   2.38   2.84   1.01   1.89   0.61   1.36   0.04  -0.56   3.33
195112  -1.18  -0.15   1.19   0.73   0.24   2.65   0.52   0.93   1.25   0.48   0.99   1.49   0.87  -0.06   0.41   2.82   3.04   1.71   0.35   1.87   4.98   2.81   4.54   1.96   1.03
195201   1.30   1.47   1.47   1.65   1.90   2.10   1.72   1.32   2.39   1.02   1.58   1.61   1.23   1.31   2.18   2.17   1.46   1.65   2.17   0.98  -0.32   2.20   2.73   5.46   3.22
195202  -5.20  -3.11  -2.39  -2.95  -2.85  -1.75  -2.00  -2.48  -2.23  -1.82  -1.90  -0.93  -1.98  -2.35  -1.85  -0.90  -1.40  -3.08  -2.01  -1.46  -2.28  -2.39  -3.44  -3.23  -2.59
195203   2.50   1.20   1.43   2.48   2.38   0.93   2.15   1.18   2.96   5.29   2.81   1.97   2.18   2.75   4.53   3.07   2.50   3.23   3.70   7.94   4.71   5.65   4.29   6.68   7.69
195204  -4.83  -6.13  -4.65  -3.66  -5.05  -4.55  -5.35  -3.94  -5.71  -3.78  -3.60  -4.49  -4.35  -4.70  -2.94  -5.89  -4.38  -4.04  -6.36  -2.89  -4.83  -4.01  -4.66  -6.93  -5.74
195205  -7.96   1.72   2.32   1.62   1.60   1.90   2.75   3.38   2.14   2.51   2.61   2.62   1.70   2.47   3.87   3.05   2.20   2.89   3.36   2.91   4.20   2.95   2.68   3.73   3.30
195206   2.83   4.99   2.06   2.49   3.39   2.79   1.34   2.00   3.34   4.08   0.96   3.09   2.66   4.11   3.50   3.18   4.23   2.63   3.68   3.81   4.05   4.41   4.38   3.28   6.81
195207   1.99   2.76   2.14   1.06   0.61   1.85  -0.32   1.60   1.33  -0.35   1.62   1.00   1.82   1.14   0.24   0.92   1.13   1.85   1.23   1.45   1.01   1.58  -0.12   3.14   1.36
195208  -4.57  -0.17   0.30   0.23  -0.15  -0.04  -0.03   0.93   1.20   0.32   0.79   1.14   1.76  -0.48  -1.91  -0.30   0.93  -0.26  -0.23  -0.04  -0.86  -1.10  -0.11  -1.58  -1.44
195209  -1.25  -0.33  -0.23  -2.01  -1.05  -1.68  -1.96  -0.38  -1.82  -1.84   0.48  -1.14  -0.99  -2.88  -2.80  -2.62  -0.36  -1.20  -1.14  -2.63  -1.89  -1.74  -1.97  -2.84  -2.19
195210  -1.58  -2.60   0.08  -1.25  -1.19  -2.34  -0.89  -2.01  -1.08  -2.60  -0.42  -0.34  -1.43  -1.73  -0.66  -0.09  -1.31  -2.16  -1.28   1.28  -0.73   0.13  -0.05  -0.79  -0.04
195211   0.72   8.38   3.24   4.22   4.58   6.53   3.72   4.87   6.70   5.84   5.31   7.29   5.45   6.08   6.22   4.45   5.82   5.83   6.03   6.91   6.57   6.03   4.50   7.39   8.39
195212   1.34  -1.46   0.45   0.83   1.67   2.04   2.94   4.03   2.96   2.25   1.04   1.61   2.57   1.06   2.97   2.38   2.13   1.88   2.42   4.67   3.17   3.47   3.19   2.93   4.48
195301   3.08   4.97   4.23   3.97   4.08   4.07   3.04   3.13   3.38   4.26   3.11   0.90   3.02   3.19   1.68  -0.10   0.92   3.49   2.44   2.17  -1.10  -0.88  -0.70   1.18   0.75
195302   8.85   3.38   5.23   2.67   2.32   1.84  -0.06   1.96   1.32   1.56   1.31   1.97   1.12   0.74   0.00   1.40   0.11   0.51   1.98  -1.09  -0.70   0.30  -0.15  -0.97  -1.46
195303 -11.97  -3.35  -1.84  -0.86  -1.54  -2.70  -0.54  -1.29  -1.93  -2.18   0.33  -0.47  -1.59  -1.23  -1.89  -1.37  -0.33  -2.19  -2.42  -1.50  -1.06  -1.44  -0.96  -3.04  -3.09
195304   0.03  -4.67  -1.54  -1.90  -1.80  -3.10  -3.46  -1.38  -0.67  -1.42  -3.15  -1.63  -2.02  -2.07  -1.76  -1.68  -3.02  -1.95  -2.10  -2.34  -3.15  -2.96  -2.28  -2.13  -1.53
195305   4.89  -1.49   1.76   0.27   1.51   0.11   1.16   2.05  -0.31   0.62   0.35  -0.21   0.36   0.94   1.15  -0.15  -0.28   1.06   1.01   4.08   1.19  -0.03   0.61  -0.39   2.02
195306  -6.50  -5.60  -5.26  -3.46  -4.62  -3.13  -3.91  -2.50  -3.19  -4.99  -2.21  -3.42  -2.66  -4.15  -2.95  -2.48  -3.13  -3.41  -4.29  -1.72  -1.43  -1.88  -0.14  -1.79  -1.34
195307  -0.25  -0.40   2.18   1.12   2.45  -0.59   1.51   1.69   1.08   1.32   1.58   1.03   1.79   2.46   2.09   2.01   1.36   1.73   0.64   0.94   2.78   3.11   2.76   1.83   1.53
195308  -8.82  -6.42  -7.28  -5.86  -5.26  -3.36  -4.21  -4.85  -6.13  -6.52  -3.66  -2.11  -5.51  -6.06  -8.51  -4.09  -3.84  -3.97  -6.86  -8.89  -3.56  -3.85  -5.06  -6.36  -9.58
195309  -1.90  -5.09  -0.85  -1.79  -3.48   2.46  -1.08  -0.73  -1.05  -2.07   0.99  -0.86  -0.20  -2.22  -3.21   0.27   0.24   0.14  -1.92  -2.77   1.15   0.89  -1.08  -0.78  -1.62
195310  -0.42   2.48   3.60   1.67   2.47   0.74   3.43   3.56   2.61   3.94   3.57   4.51   3.86   5.61   3.63   4.39   4.40   5.23   4.35   3.30   5.30   4.00   5.74   5.70   3.56
195311   0.13   6.02   1.75   0.94   1.82   1.90   2.57   2.68   0.66   1.49   2.93   2.11   1.62   1.26   1.95   2.60   2.86   3.66   2.27   4.30   4.03   2.11   1.77   2.58   2.43
195312  -4.30  -4.43  -1.34  -1.98  -3.53  -1.03  -1.24  -0.74  -1.91  -4.03   0.45  -0.25  -1.13  -1.72  -2.68   0.50  -0.08   0.23  -1.60  -4.40   0.83   0.39   0.90  -0.89  -4.85
195401  11.08   7.37   4.33   7.84   8.69   4.38   5.61   5.99   6.76   9.58   5.84   7.38   6.73   7.10   8.22   5.02   5.37   7.27   5.62   8.36   3.66   5.16   7.57   8.73   7.98
195402   0.08   3.37   0.27   0.31   0.14   2.45  -0.28   2.60   2.59  -0.21   1.03   2.69   1.72   2.02   0.84   2.43   1.64   2.97   2.03   0.59   1.66   1.89   1.99  -0.28   2.36
195403   3.03   3.52   3.15   2.83   2.35   2.82   2.69   2.87   3.29   2.09   4.45   1.10   4.39   2.85   0.40   4.51   3.30   5.11   2.60   3.16   4.45   3.35   4.63   1.45   0.68
195404  -5.26   3.41   2.78   1.28  -0.29  -1.47   0.12   2.05   0.50   0.02   2.43   2.84   3.05   2.17  -0.72   1.39   3.59   2.66  -1.38   0.02   5.69   4.23   5.69   5.96   1.38
195405   0.25   7.26   4.41   4.55   4.27   2.67   3.78   4.62   4.67   4.04   2.64   3.30   1.96   5.02   6.98   3.84   3.04   4.55   6.51   6.78   2.77   2.33   2.27   6.70   7.44
195406  -4.26   0.35   1.06   0.98   2.16   1.19  -0.99   2.68   1.57   2.48   1.81   0.95   1.95   2.40   1.55   0.99   2.68   2.57   2.11  -0.08   3.04  -0.84  -2.52   1.50  -0.75
195407   2.96   7.99   3.86   9.43  14.95   3.96   6.58   7.21   6.89   8.20   4.81   7.18   6.48   7.01   6.65   5.60   6.65   7.48   5.95   8.22   3.80   4.98   4.88   7.25   8.79
195408   1.76  -2.73  -0.02  -0.26  -0.08  -2.61   1.88   0.89   0.52  -0.53   0.46  -1.76  -1.13  -1.53  -1.37  -1.68  -1.73  -1.05  -1.36  -3.05  -3.45  -1.14  -1.42  -4.55  -5.04
195409   0.20   5.64   3.04   4.39   3.79   4.99   3.91   4.56   4.56   5.03   1.44   2.70   6.45   4.11   5.16   4.01   4.60   6.39   6.25   4.23   7.50   6.13   9.39   7.22   3.49
195410  -1.92  -2.76   0.18   0.31   0.22  -3.88  -0.28  -0.18  -0.32  -2.97   1.77  -0.11  -0.56  -0.28  -2.12  -1.17  -0.87   1.52  -1.58   2.14  -2.45  -1.64  -1.92   0.28   0.47
195411   5.87   9.56   9.05   7.45   7.14   8.90   5.76   7.64  10.60   9.17   7.75   9.59   8.96  13.02  10.69   7.13   8.98  12.45  12.10  13.49  10.38   7.17   8.67  13.55  15.52
195412  14.29   9.36   8.10  12.79  12.64   6.20  11.35   9.60   8.76  10.93   4.54   7.10   8.15  10.89  12.89   4.54   4.54   5.50   8.71  14.57   3.95   4.37   7.97   9.70  15.57
195501  -5.31   5.94   2.66   3.74   4.66  -0.86   0.69   1.09   1.41   1.55   2.88   1.45   3.40   1.70   2.51  -0.14   1.15   1.22   0.46   0.19  -0.16   1.55  -1.53   2.82   1.84
195502   4.37   9.46   5.51   5.45   5.72   3.76   3.87   3.38   3.93   4.69   5.52   4.93   5.17   5.83   4.36   3.47   3.22   4.27   3.93   3.38   2.90   2.58   2.88   2.47   5.16
195503  -1.08  -0.68  -0.27  -0.83   0.12  -0.55   0.01  -0.49   0.16   1.78  -3.02  -0.95  -0.69   0.78   5.66  -0.37  -1.58  -1.94  -1.83   3.29  -0.07  -0.31   0.15   1.50   0.68
195504   3.49  -1.28   2.69   2.73   1.80   0.41   1.45   1.52   2.48   2.61   2.79   3.40   2.12   1.67   0.21   3.72   1.39   2.90   0.89   0.89   4.77   1.82   2.17   5.54   4.69
195505  -2.14   2.31  -0.33   0.95   0.41  -1.09   2.02  -0.05  -0.56   0.61   1.41  -0.35   0.78   0.56   0.76   1.27   1.46   0.87   2.43  -0.16   2.45  -0.06   0.48  -0.86   1.42
195506   3.38   4.68   2.10   4.81   4.34   1.47   1.70   3.47   4.09   2.14   2.54   1.25   3.11   4.24   1.31   3.39   5.63   5.77   5.68  -0.55   7.46   6.04  11.11  11.65   5.02
195507   9.35   4.13   0.05   1.82   1.14  -4.55   0.17   2.33   1.02   1.69   0.81   0.04  -0.64   0.46   1.00  -0.41   0.80  -0.11   0.80   1.28   2.32   4.30   1.64  -0.58   0.21
195508   1.96  -2.17   1.25  -0.48  -0.46   1.42   1.54  -0.34  -1.54   0.80   2.71   0.99   0.95   1.07   0.50   1.53   0.97   0.45  -0.21  -0.30   0.75  -0.81  -0.81   3.14   2.09
195509   1.92  -1.23   1.15  -0.88   1.77  -2.37  -1.96  -0.24  -1.38  -0.45  -1.52  -1.58  -0.70   0.58  -1.28  -1.35  -1.60  -0.93  -2.02  -1.45   0.09   0.02   0.58   0.18  -3.68
195510  -4.77  -2.71  -3.76  -0.78  -0.76  -3.75  -1.08  -1.17  -1.01  -0.18  -1.08  -2.71  -0.83   0.71  -2.30  -1.94  -1.51  -1.78  -2.44  -4.11  -3.63  -1.24  -1.26  -3.75  -3.84
195511  -2.18   6.36   3.68   3.81   3.59   6.14   6.38   5.32   3.36   5.67   6.98   6.14   5.76   4.79   7.51   7.05   6.47   5.64   5.88   7.40   8.41   7.67   3.84   7.82  11.53
195512   2.30   2.92   0.77   3.84   2.14   0.76   1.40   2.50   2.06   2.19   5.56   2.13   4.38   0.63   1.74   2.16   2.51   2.24   1.27  -0.62   1.73   2.02   1.99  -0.45  -2.11
195601   3.36  -0.44  -0.19  -1.06  -1.91  -1.73  -2.11  -1.55  -2.54  -1.05  -4.85  -2.38  -4.00  -0.79  -3.66  -2.97  -2.94  -2.84  -4.08  -4.03  -4.52  -1.21  -0.38  -1.63  -2.94
195602   7.18   1.65   0.93   3.01   3.10   2.74   3.01   5.42   3.00   2.66   3.89   2.19   4.70   2.96   2.62   3.53   4.02   3.24   4.09   3.60   5.43   3.21   2.10   3.92   3.31
195603   0.62   3.67   1.21   8.03   4.59   0.78   4.64   4.89   3.66   5.92   8.13   3.51   6.35   5.66   3.63   5.84   5.95   6.83   3.89   3.35   6.98   9.98   5.11   5.75   8.83
195604   0.82  -0.50  -1.37   0.43   0.87   1.01   1.93  -0.67  -0.03   0.36  -1.97   0.70   1.36   1.55   0.02   1.14   0.08   0.89   0.54   1.48  -0.80   1.60   2.31   1.04   0.65
195605  -1.38  -4.51  -1.97  -3.79  -4.43  -4.43  -5.70  -4.06  -4.43  -4.17  -1.66  -3.81  -2.00  -4.96  -5.07  -2.83  -3.19  -4.87  -5.12  -5.00  -4.90  -5.84  -4.82  -6.58  -8.61
195606  -4.69  -0.57   2.82   0.63  -0.04   0.67   2.57   2.24   1.69   1.75   4.32   2.57   4.33   3.21   1.60   3.73   2.85   2.28   1.58   0.94   5.33   1.86   3.46   3.42   1.86
195607   0.10   2.54   0.21   4.05   2.91   1.62   4.24   2.48   4.04   3.91   3.68   4.03   4.78   3.99   3.56   4.41   5.45   3.83   5.16   3.13   4.53   6.95   5.37   4.89   3.04
195608  -4.76  -2.52   0.90  -1.60  -1.01  -1.58  -0.08  -1.70  -1.28  -2.24   1.71  -1.22  -1.66  -1.42  -3.50  -3.08  -2.89  -2.11  -2.72  -2.79  -2.86  -5.06  -1.86  -3.11  -4.64
195609  -2.66  -7.69  -1.74  -2.34  -1.34  -4.31  -1.35  -3.40  -1.50  -2.12  -4.73  -4.71  -3.45  -2.64  -1.89  -4.61  -4.21  -3.62  -3.42  -2.78  -6.47  -4.59  -2.96  -5.69  -2.98
195610  -4.80   1.76  -0.47   0.38   1.10  -0.44   1.90   1.05   0.19   0.11   0.53   0.90  -0.17   1.87   0.90   0.06   0.62   1.24   1.30   0.65   0.50   1.29   0.72   0.84   1.72
195611  -5.53   1.76  -1.09  -0.43   1.26   0.37  -2.98   0.42   2.58   2.85  -0.88   1.78   1.04   0.22   2.14   1.46   0.70  -0.12   1.18  -0.72  -1.11   1.35   2.30   6.19  -2.47
195612   6.06  -2.93   0.84   1.31   0.98   2.77   5.24   2.00   2.16   3.59   4.54   3.13   3.46   1.27   0.30   2.95   2.36   3.21   3.35   3.70   3.40   4.64   3.88   1.34   1.99
195701   0.02   1.42   1.01   2.35   3.29   2.03  -0.75   1.66   0.21   2.23   0.84  -0.73  -0.84  -0.26   1.67  -1.44  -1.01  -0.97  -1.89  -1.69  -5.35  -3.67  -2.04  -4.20  -0.68
195702   3.15  -2.44  -2.82  -2.51  -1.68  -5.49  -1.62  -3.36  -3.24  -1.71  -2.69  -2.73  -2.49  -2.55  -3.62  -0.80  -1.12  -2.17  -3.77  -2.69  -1.40  -1.77  -1.70  -4.07  -4.04
195703  -2.53   0.69   4.26   2.84   0.80   2.53   0.95   1.70   2.15   3.11   1.41   3.26   3.35   1.87   1.80   2.94   1.45   3.23   2.53   1.68   2.56   2.47   2.24   1.06   2.23
195704   0.30   0.96   2.98   2.20   3.13   2.45  -0.76   3.76   1.05   4.46   2.80   1.57   3.52   1.69   1.00   4.51   2.11   2.68   3.85   0.40   5.62   5.66   3.14   4.80   1.90
195705   6.83  -0.10  -1.82   0.80   0.12   3.56   4.24   1.04   0.83   3.04   3.25   1.73   3.43   1.77   2.25   3.10   2.24   0.76   1.32   3.93   4.62   4.76   2.99   2.34   2.84
195706  -2.69   1.95  -0.23   1.25   1.72  -0.12  -0.39  -0.41  -2.00   1.71   1.43  -1.97  -2.06  -0.35  -0.91  -1.41  -2.38  -2.23  -1.97   0.28   0.17  -0.63  -0.46  -2.11   0.31
195707  11.12  -2.97   0.32  -0.18   0.18  -1.54   0.55   0.65   1.13   0.71   1.52  -0.38  -0.03   1.46   1.11   0.17  -0.08   0.23   1.30   1.36   1.55   1.07   0.07   1.26   1.21
195708  -3.49  -2.98  -3.55  -4.47  -3.89  -4.52  -3.45  -4.05  -5.20  -6.24  -6.24  -4.22  -4.92  -5.46  -5.99  -7.52  -5.50  -4.16  -5.67  -5.57  -5.41  -4.75  -2.26  -5.42  -4.94
195709  -8.24  -2.14  -3.78  -3.94  -4.53  -6.61  -4.43  -3.56  -4.20  -6.87  -5.59  -7.40  -4.45  -4.95  -4.28  -4.88  -5.11  -3.16  -6.84  -8.46  -6.84  -5.05  -4.06  -5.17  -8.43
195710  -8.84  -9.79  -5.98  -6.37  -9.50  -6.60  -6.43  -5.05  -6.26  -9.41  -7.59  -5.24  -5.42  -5.77  -7.28  -5.96  -2.54  -3.08  -6.98 -10.36  -3.64  -3.38  -3.37  -5.48  -7.53
